HGNC ID	Status	Approved symbol	Approved name	Ensembl gene ID	NCBI gene ID	Chromosome
HGNC:16986	Approved	LMAN2	lectin, mannose binding 2	ENSG00000169223	10960	5
HGNC:19263	Approved	LMAN2L	lectin, mannose binding 2 like	ENSG00000114988	81562	2
HGNC:13243	Approved	LMBR1	limb development membrane protein 1	ENSG00000105983	64327	7
HGNC:18268	Approved	LMBR1L	limb development membrane protein 1 like	ENSG00000139636	55716	12
HGNC:23038	Approved	LMBRD1	LMBR1 domain containing 1	ENSG00000168216	55788	6
HGNC:25287	Approved	LMBRD2	LMBR1 domain containing 2	ENSG00000164187	92255	5
HGNC:6633	Approved	LMCD1	LIM and cysteine rich domains 1	ENSG00000071282	29995	3
HGNC:44477	Approved	LMCD1-AS1	LMCD1 antisense RNA 1	ENSG00000227110	100288428	3
HGNC:14154	Approved	LMF1	lipase maturation factor 1	ENSG00000103227	64788	16
HGNC:50469	Approved	LMF1-AS1	LMF1 antisense RNA 1	ENSG00000260439	101929387	16
HGNC:25096	Approved	LMF2	lipase maturation factor 2	ENSG00000100258	91289	22
HGNC:15991	Approved	LMLN	leishmanolysin like peptidase	ENSG00000185621	89782	3
HGNC:40738	Approved	LMLN-AS1	LMLN antisense RNA 1	ENSG00000232832	100873947	3
HGNC:53647	Approved	LMLN2	leishmanolysin like peptidase 2	ENSG00000283654	100128908	14
HGNC:6636	Approved	LMNA	lamin A/C	ENSG00000160789	4000	1
HGNC:6637	Approved	LMNB1	lamin B1	ENSG00000113368	4001	5
HGNC:53089	Approved	LMNB1-DT	LMNB1 divergent transcript	ENSG00000251072	102723557	5
HGNC:6638	Approved	LMNB2	lamin B2	ENSG00000176619	84823	19
HGNC:6640	Entry Withdrawn	LMNL2	entry withdrawn			NA
HGNC:26683	Approved	LMNTD1	lamin tail domain containing 1	ENSG00000152936	160492	12
HGNC:28561	Approved	LMNTD2	lamin tail domain containing 2	ENSG00000185522	256329	11
HGNC:6641	Approved	LMO1	LIM domain only 1	ENSG00000166407	4004	11
HGNC:6642	Approved	LMO2	LIM domain only 2	ENSG00000135363	4005	11
HGNC:6643	Approved	LMO3	LIM domain only 3	ENSG00000048540	55885	12
HGNC:6644	Approved	LMO4	LIM domain only 4	ENSG00000143013	8543	1
HGNC:6646	Approved	LMO7	LIM domain 7	ENSG00000136153	4008	13
HGNC:50277	Approved	LMO7-AS1	LMO7 antisense RNA 1	ENSG00000261105	101927155	13
HGNC:39885	Entry Withdrawn	LMO7-IT1	entry withdrawn			NA
HGNC:44370	Approved	LMO7DN	LMO7 downstream neighbor	ENSG00000178734	729420	13
HGNC:49790	Approved	LMO7DN-IT1	LMO7DN intronic transcript 1	ENSG00000223458	104326189	13
HGNC:6647	Approved	LMOD1	leiomodin 1	ENSG00000163431	25802	1
HGNC:6648	Approved	LMOD2	leiomodin 2	ENSG00000170807	442721	7
HGNC:6649	Approved	LMOD3	leiomodin 3	ENSG00000163380	56203	3
HGNC:17880	Approved	LMTK2	lemur tyrosine kinase 2	ENSG00000164715	22853	7
HGNC:19295	Approved	LMTK3	lemur tyrosine kinase 3	ENSG00000142235	114783	19
HGNC:6653	Approved	LMX1A	LIM homeobox transcription factor 1 alpha	ENSG00000162761	4009	1
HGNC:6654	Approved	LMX1B	LIM homeobox transcription factor 1 beta	ENSG00000136944	4010	9
HGNC:50913	Approved	LNCAROD	lncRNA activating regulator of DKK1	ENSG00000231131	101928687	10
HGNC:53864	Approved	LNCARSR	lncRNA regulator of Akt signaling associated with HCC and RCC	ENSG00000233086	112577459	9
HGNC:50656	Approved	LNCNEF	lncRNA neighboring enhancer of FOXA2	ENSG00000237396	101929685	20
HGNC:53947	Approved	LNCOC1	lncRNA associated with ovarian cancer 1	ENSG00000253741	100288181	8
HGNC:53336	Approved	LNCOG	lncRNA osteogenesis associated	ENSG00000257219	105369848	12
HGNC:52746	Approved	LNCPRESS1	lncRNA p53 regulated and ESC associated 1	ENSG00000232301	101927721	7
HGNC:52747	Approved	LNCPRESS2	lncRNA p53 regulated and ESC associated 2	ENSG00000249152	101929194	4
HGNC:53790	Approved	LNCRI	lncRNA radiation induced regulator of PLK1 and RAD51		401296	7
HGNC:52753	Approved	LNCSRLR	lncRNA sorafenib resistance in renal cell carcinoma associated	ENSG00000240032	109729161	3
HGNC:52548	Approved	LNCTAM34A	long non coding transcriptional activator of miR34a	ENSG00000234546	102724571	1
HGNC:28014	Approved	LNP1	leukemia NUP98 fusion partner 1	ENSG00000206535	348801	3
HGNC:6656	Approved	LNPEP	leucyl and cystinyl aminopeptidase	ENSG00000113441	4012	5
HGNC:21610	Approved	LNPK	lunapark, ER junction formation factor	ENSG00000144320	80856	2
HGNC:6657	Approved	LNX1	ligand of numb-protein X 1	ENSG00000072201	84708	4
HGNC:40345	Approved	LNX1-AS1	LNX1 antisense RNA 1	ENSG00000250930	100873939	4
HGNC:41450	Approved	LNX1-AS2	LNX1 antisense RNA 2	ENSG00000248494	100873955	4
HGNC:20421	Approved	LNX2	ligand of numb-protein X 2	ENSG00000139517	222484	13
HGNC:6661	Approved	LOH1CR1	loss of heterozygosity, 1, chromosomal region 1		8377	1
HGNC:26524	Approved	LOH12CR2	loss of heterozygosity, 12, chromosomal region 2	ENSG00000205791	503693	12
HGNC:6660	Approved	LOH19CR1	loss of heterozygosity, 19, chromosomal region 1		8378	19
HGNC:9479	Approved	LONP1	lon peptidase 1, mitochondrial	ENSG00000196365	9361	19
HGNC:20598	Approved	LONP2	lon peptidase 2, peroxisomal	ENSG00000102910	83752	16
HGNC:26302	Approved	LONRF1	LON peptidase N-terminal domain and ring finger 1	ENSG00000154359	91694	8
HGNC:24788	Approved	LONRF2	LON peptidase N-terminal domain and ring finger 2	ENSG00000170500	164832	2
HGNC:39828	Approved	LONRF2P1	LON peptidase N-terminal domain and ring finger 2 pseudogene 1	ENSG00000266605	100421827	18
HGNC:39829	Approved	LONRF2P2	LON peptidase N-terminal domain and ring finger 2 pseudogene 2	ENSG00000233905	100421799	13
HGNC:21152	Approved	LONRF3	LON peptidase N-terminal domain and ring finger 3	ENSG00000175556	79836	X
HGNC:6663	Approved	LOR	loricrin	ENSG00000203782	4014	1
HGNC:6664	Approved	LOX	lysyl oxidase	ENSG00000113083	4015	5
HGNC:26521	Approved	LOXHD1	lipoxygenase homology domains 1	ENSG00000167210	125336	18
HGNC:6665	Approved	LOXL1	lysyl oxidase like 1	ENSG00000129038	4016	15
HGNC:44169	Approved	LOXL1-AS1	LOXL1 antisense RNA 1	ENSG00000261801	100287616	15
HGNC:6666	Approved	LOXL2	lysyl oxidase like 2	ENSG00000134013	4017	8
HGNC:13869	Approved	LOXL3	lysyl oxidase like 3	ENSG00000115318	84695	2
HGNC:17171	Approved	LOXL4	lysyl oxidase like 4	ENSG00000138131	84171	10
HGNC:6667	Approved	LPA	lipoprotein(a)	ENSG00000198670	4018	6
HGNC:6668	Approved	LPAL1	lipoprotein(a) like 1		4019	6
HGNC:21210	Approved	LPAL2	lipoprotein(a) like 2, pseudogene	ENSG00000213071	80350	6
HGNC:3166	Approved	LPAR1	lysophosphatidic acid receptor 1	ENSG00000198121	1902	9
HGNC:3168	Approved	LPAR2	lysophosphatidic acid receptor 2	ENSG00000064547	9170	19
HGNC:14298	Approved	LPAR3	lysophosphatidic acid receptor 3	ENSG00000171517	23566	1
HGNC:4478	Approved	LPAR4	lysophosphatidic acid receptor 4	ENSG00000147145	2846	X
HGNC:13307	Approved	LPAR5	lysophosphatidic acid receptor 5	ENSG00000184574	57121	12
HGNC:15520	Approved	LPAR6	lysophosphatidic acid receptor 6	ENSG00000139679	10161	13
HGNC:25718	Approved	LPCAT1	lysophosphatidylcholine acyltransferase 1	ENSG00000153395	79888	5
HGNC:26032	Approved	LPCAT2	lysophosphatidylcholine acyltransferase 2	ENSG00000087253	54947	16
HGNC:38003	Approved	LPCAT2BP	lysophosphatidylcholine acyltransferase 2b, pseudogene	ENSG00000233228	100128094	1
HGNC:30244	Approved	LPCAT3	lysophosphatidylcholine acyltransferase 3	ENSG00000111684	10162	12
HGNC:30059	Approved	LPCAT4	lysophosphatidylcholine acyltransferase 4	ENSG00000176454	254531	15
HGNC:28985	Approved	LPGAT1	lysophosphatidylglycerol acyltransferase 1	ENSG00000123684	9926	1
HGNC:41221	Approved	LPGAT1-AS1	LPGAT1 antisense RNA 1	ENSG00000229258	102723727	1
HGNC:31402	Approved	LPGAT1P1	lysophosphatidylglycerol acyltransferase 1 pseudogene 1		100129398	8
HGNC:13345	Approved	LPIN1	lipin 1	ENSG00000134324	23175	2
HGNC:14450	Approved	LPIN2	lipin 2	ENSG00000101577	9663	18
HGNC:14451	Approved	LPIN3	lipin 3	ENSG00000132793	64900	20
HGNC:6677	Approved	LPL	lipoprotein lipase	ENSG00000175445	4023	8
HGNC:6678	Approved	LPO	lactoperoxidase	ENSG00000167419	4025	17
HGNC:6679	Approved	LPP	LIM domain containing preferred translocation partner in lipoma	ENSG00000145012	4026	3
HGNC:40346	Approved	LPP-AS1	LPP antisense RNA 1	ENSG00000224563	100873917	3
HGNC:27952	Approved	LPP-AS2	LPP antisense RNA 2	ENSG00000270959	339929	3
HGNC:14061	Approved	LPXN	leupaxin	ENSG00000110031	9404	11
HGNC:6685	Approved	LRAT	lecithin retinol acyltransferase	ENSG00000121207	9227	4
HGNC:1742	Approved	LRBA	LPS responsive beige-like anchor protein	ENSG00000198589	987	4
HGNC:20309	Approved	LRCH1	leucine rich repeats and calponin homology domain containing 1	ENSG00000136141	23143	13
HGNC:29292	Approved	LRCH2	leucine rich repeats and calponin homology domain containing 2	ENSG00000130224	57631	X
HGNC:28637	Approved	LRCH3	leucine rich repeats and calponin homology domain containing 3	ENSG00000186001	84859	3
HGNC:6691	Approved	LRCH4	leucine rich repeats and calponin homology domain containing 4	ENSG00000077454	4034	7
HGNC:44160	Approved	LRCOL1	leucine rich colipase like 1	ENSG00000204583	100507055	12
HGNC:6688	Entry Withdrawn	LRE3	entry withdrawn			NA
HGNC:6689	Entry Withdrawn	LRE4	entry withdrawn			NA
HGNC:29290	Approved	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	ENSG00000128011	57622	19
HGNC:21226	Approved	LRFN2	leucine rich repeat and fibronectin type III domain containing 2	ENSG00000156564	57497	6
HGNC:28370	Approved	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	ENSG00000126243	79414	19
HGNC:28456	Approved	LRFN4	leucine rich repeat and fibronectin type III domain containing 4	ENSG00000173621	78999	11
HGNC:20360	Approved	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	ENSG00000165379	145581	14
HGNC:29480	Approved	LRG1	leucine rich alpha-2-glycoprotein 1	ENSG00000171236	116844	19
HGNC:21964	Approved	LRGUK	leucine rich repeats and guanylate kinase domain containing	ENSG00000155530	136332	7
HGNC:30299	Approved	LRIF1	ligand dependent nuclear receptor interacting factor 1	ENSG00000121931	55791	1
HGNC:17360	Approved	LRIG1	leucine rich repeats and immunoglobulin like domains 1	ENSG00000144749	26018	3
HGNC:20889	Approved	LRIG2	leucine rich repeats and immunoglobulin like domains 2	ENSG00000198799	9860	1
HGNC:30991	Approved	LRIG3	leucine rich repeats and immunoglobulin like domains 3	ENSG00000139263	121227	12
HGNC:23404	Approved	LRIT1	leucine rich repeat, Ig-like and transmembrane domains 1	ENSG00000148602	26103	10
HGNC:23443	Approved	LRIT2	leucine rich repeat, Ig-like and transmembrane domains 2	ENSG00000204033	340745	10
HGNC:24783	Approved	LRIT3	leucine rich repeat, Ig-like and transmembrane domains 3	ENSG00000183423	345193	4
HGNC:23405	Approved	LRMDA	leucine rich melanocyte differentiation associated	ENSG00000148655	83938	10
HGNC:6690	Approved	LRMP	lymphoid restricted membrane protein	ENSG00000118308	4033	12
HGNC:6692	Approved	LRP1	LDL receptor related protein 1	ENSG00000123384	4035	12
HGNC:51694	Approved	LRP1-AS	LRP1 antisense RNA	ENSG00000259125	105751187	12
HGNC:6693	Approved	LRP1B	LDL receptor related protein 1B	ENSG00000168702	53353	2
HGNC:6694	Approved	LRP2	LDL receptor related protein 2	ENSG00000081479	4036	2
HGNC:25434	Approved	LRP2BP	LRP2 binding protein	ENSG00000109771	55805	4
HGNC:6695	Approved	LRP3	LDL receptor related protein 3	ENSG00000130881	4037	19
HGNC:6696	Approved	LRP4	LDL receptor related protein 4	ENSG00000134569	4038	11
HGNC:44128	Approved	LRP4-AS1	LRP4 antisense RNA 1	ENSG00000247675	100507401	11
HGNC:6697	Approved	LRP5	LDL receptor related protein 5	ENSG00000162337	4041	11
HGNC:25323	Approved	LRP5L	LDL receptor related protein 5 like	ENSG00000100068	91355	22
HGNC:6698	Approved	LRP6	LDL receptor related protein 6	ENSG00000070018	4040	12
HGNC:6700	Approved	LRP8	LDL receptor related protein 8	ENSG00000157193	7804	1
HGNC:14553	Approved	LRP10	LDL receptor related protein 10	ENSG00000197324	26020	14
HGNC:16936	Approved	LRP11	LDL receptor related protein 11	ENSG00000120256	84918	6
HGNC:31708	Approved	LRP12	LDL receptor related protein 12	ENSG00000147650	29967	8
HGNC:6701	Approved	LRPAP1	LDL receptor related protein associated protein 1	ENSG00000163956	4043	4
HGNC:15714	Approved	LRPPRC	leucine rich pentatricopeptide repeat containing	ENSG00000138095	10128	2
HGNC:19742	Approved	LRR1	leucine rich repeat protein 1	ENSG00000165501	122769	14
HGNC:14307	Approved	LRRC1	leucine rich repeat containing 1	ENSG00000137269	55227	6
HGNC:14676	Approved	LRRC2	leucine rich repeat containing 2	ENSG00000163827	79442	3
HGNC:15571	Approved	LRRC2-AS1	LRRC2 antisense RNA 1	ENSG00000268324	83598	3
HGNC:14965	Approved	LRRC3	leucine rich repeat containing 3	ENSG00000160233	81543	21
HGNC:43636	Approved	LRRC3-DT	LRRC3 divergent transcript	ENSG00000229356	100861510	21
HGNC:28105	Approved	LRRC3B	leucine rich repeat containing 3B	ENSG00000179796	116135	3
HGNC:40034	Approved	LRRC3C	leucine rich repeat containing 3C	ENSG00000204913	100505591	17
HGNC:1270	Approved	LRRC3DN	LRRC3 downstream neighbor		54083	21
HGNC:15586	Approved	LRRC4	leucine rich repeat containing 4	ENSG00000128594	64101	7
HGNC:25042	Approved	LRRC4B	leucine rich repeat containing 4B	ENSG00000131409	94030	19
HGNC:29317	Approved	LRRC4C	leucine rich repeat containing 4C	ENSG00000148948	57689	11
HGNC:16725	Approved	LRRC6	leucine rich repeat containing 6	ENSG00000129295	23639	8
HGNC:51151	Approved	LRRC6P1	leucine rich repeat containing 6 pseudogene 1	ENSG00000254784	100420589	11
HGNC:18531	Approved	LRRC7	leucine rich repeat containing 7	ENSG00000033122	57554	1
HGNC:19027	Approved	LRRC8A	leucine rich repeat containing 8 VRAC subunit A	ENSG00000136802	56262	9
HGNC:30692	Approved	LRRC8B	leucine rich repeat containing 8 VRAC subunit B	ENSG00000197147	23507	1
HGNC:25075	Approved	LRRC8C	leucine rich repeat containing 8 VRAC subunit C	ENSG00000171488	84230	1
HGNC:53731	Approved	LRRC8C-DT	LRRC8C divergent transcript	ENSG00000231999	400761	1
HGNC:16992	Approved	LRRC8D	leucine rich repeat containing 8 VRAC subunit D	ENSG00000171492	55144	1
HGNC:26272	Approved	LRRC8E	leucine rich repeat containing 8 VRAC subunit E	ENSG00000171017	80131	19
HGNC:19848	Approved	LRRC9	leucine rich repeat containing 9	ENSG00000131951	341883	14
HGNC:20264	Approved	LRRC10	leucine rich repeat containing 10	ENSG00000198812	376132	12
HGNC:37215	Approved	LRRC10B	leucine rich repeat containing 10B	ENSG00000204950	390205	11
HGNC:20419	Approved	LRRC14	leucine rich repeat containing 14	ENSG00000160959	9684	8
HGNC:37268	Approved	LRRC14B	leucine rich repeat containing 14B	ENSG00000185028	389257	5
HGNC:20818	Approved	LRRC15	leucine rich repeat containing 15	ENSG00000172061	131578	3
HGNC:16895	Approved	LRRC17	leucine rich repeat containing 17	ENSG00000128606	10234	7
HGNC:23199	Approved	LRRC18	leucine rich repeat containing 18	ENSG00000165383	474354	10
HGNC:23379	Approved	LRRC19	leucine rich repeat containing 19	ENSG00000184434	64922	9
HGNC:23421	Approved	LRRC20	leucine rich repeat containing 20	ENSG00000172731	55222	10
HGNC:19138	Approved	LRRC23	leucine rich repeat containing 23	ENSG00000010626	10233	12
HGNC:28947	Approved	LRRC24	leucine rich repeat containing 24	ENSG00000254402	441381	8
HGNC:29806	Approved	LRRC25	leucine rich repeat containing 25	ENSG00000175489	126364	19
HGNC:31409	Approved	LRRC26	leucine rich repeat containing 26	ENSG00000184709	389816	9
HGNC:29346	Approved	LRRC27	leucine rich repeat containing 27	ENSG00000148814	80313	10
HGNC:28355	Approved	LRRC28	leucine rich repeat containing 28	ENSG00000168904	123355	15
HGNC:13605	Approved	LRRC29	leucine rich repeat containing 29	ENSG00000125122	26231	16
HGNC:30219	Approved	LRRC30	leucine rich repeat containing 30	ENSG00000206422	339291	18
HGNC:26261	Approved	LRRC31	leucine rich repeat containing 31	ENSG00000114248	79782	3
HGNC:4161	Approved	LRRC32	leucine rich repeat containing 32	ENSG00000137507	2615	11
HGNC:28408	Approved	LRRC34	leucine rich repeat containing 34	ENSG00000171757	151827	3
HGNC:49887	Approved	LRRC34P1	leucine rich repeat containing 34 pseudogene 1	ENSG00000256371	100288378	12
HGNC:49888	Approved	LRRC34P2	leucine rich repeat containing 34 pseudogene 2	ENSG00000250464	100420613	4
HGNC:25615	Approved	LRRC36	leucine rich repeat containing 36	ENSG00000159708	55282	16
HGNC:29069	Approved	LRRC37A	leucine rich repeat containing 37A	ENSG00000176681	9884	17
HGNC:32404	Approved	LRRC37A2	leucine rich repeat containing 37 member A2	ENSG00000238083	474170	17
HGNC:32427	Approved	LRRC37A3	leucine rich repeat containing 37 member A3	ENSG00000176809	374819	17
HGNC:25479	Approved	LRRC37A4P	leucine rich repeat containing 37 member A4, pseudogene	ENSG00000214425	55073	17
HGNC:23369	Approved	LRRC37A5P	leucine rich repeat containing 37 member A5, pseudogene	ENSG00000204173	652972	9
HGNC:33746	Approved	LRRC37A6P	leucine rich repeat containing 37 member A6, pseudogene	ENSG00000230445	387646	10
HGNC:43792	Approved	LRRC37A7P	leucine rich repeat containing 37 member A7, pseudogene	ENSG00000265158	100421589	18
HGNC:43793	Approved	LRRC37A8P	leucine rich repeat containing 37 member A8, pseudogene		100533789	17
HGNC:43813	Approved	LRRC37A9P	leucine rich repeat containing 37 member A9, pseudogene	ENSG00000271013	100533790	17
HGNC:43814	Approved	LRRC37A10P	leucine rich repeat containing 37 member A10, pseudogene		100533791	17
HGNC:43815	Approved	LRRC37A11P	leucine rich repeat containing 37 member A11, pseudogene	ENSG00000214553	342666	17
HGNC:43816	Approved	LRRC37A12P	leucine rich repeat containing 37 member A12, pseudogene	ENSG00000229259	101929254	1
HGNC:43817	Approved	LRRC37A13P	leucine rich repeat containing 37 member A13, pseudogene	ENSG00000257101	106479024	11
HGNC:43818	Approved	LRRC37A14P	leucine rich repeat containing 37 member A14, pseudogene	ENSG00000215771	106479025	22
HGNC:43819	Approved	LRRC37A15P	leucine rich repeat containing 37 member A15, pseudogene	ENSG00000230069	106481796	4
HGNC:43820	Approved	LRRC37A16P	leucine rich repeat containing 37 member A16, pseudogene	ENSG00000267023	651250	17
HGNC:48365	Approved	LRRC37A17P	leucine rich repeat containing 37 member A17, pseudogene	ENSG00000263142	644397	17
HGNC:29070	Approved	LRRC37B	leucine rich repeat containing 37B	ENSG00000185158	114659	17
HGNC:25390	Approved	LRRC37BP1	leucine rich repeat containing 37B pseudogene 1	ENSG00000250462	147172	17
HGNC:27005	Approved	LRRC38	leucine rich repeat containing 38	ENSG00000162494	126755	1
HGNC:28228	Approved	LRRC39	leucine rich repeat containing 39	ENSG00000122477	127495	1
HGNC:26004	Approved	LRRC40	leucine rich repeat containing 40	ENSG00000066557	55631	1
HGNC:16917	Approved	LRRC41	leucine rich repeat containing 41	ENSG00000132128	10489	1
HGNC:28792	Approved	LRRC42	leucine rich repeat containing 42	ENSG00000116212	115353	1
HGNC:28562	Approved	LRRC43	leucine rich repeat containing 43	ENSG00000158113	254050	12
HGNC:28302	Approved	LRRC45	leucine rich repeat containing 45	ENSG00000169683	201255	17
HGNC:25047	Approved	LRRC46	leucine rich repeat containing 46	ENSG00000141294	90506	17
HGNC:29207	Approved	LRRC47	leucine rich repeat containing 47	ENSG00000130764	57470	1
HGNC:25965	Approved	LRRC49	leucine rich repeat containing 49	ENSG00000137821	54839	15
HGNC:32156	Approved	LRRC52	leucine rich repeat containing 52	ENSG00000162763	440699	1
HGNC:54044	Approved	LRRC52-AS1	LRRC52 antisense RNA 1	ENSG00000237463	400794	1
HGNC:25255	Approved	LRRC53	leucine rich repeat containing 53	ENSG00000162621	105378803	1
HGNC:32324	Approved	LRRC55	leucine rich repeat containing 55	ENSG00000183908	219527	11
HGNC:25430	Approved	LRRC56	leucine rich repeat containing 56	ENSG00000161328	115399	11
HGNC:26719	Approved	LRRC57	leucine rich repeat containing 57	ENSG00000180979	255252	15
HGNC:26968	Approved	LRRC58	leucine rich repeat containing 58	ENSG00000163428	116064	3
HGNC:28817	Approved	LRRC59	leucine rich repeat containing 59	ENSG00000108829	55379	17
HGNC:21704	Approved	LRRC61	leucine rich repeat containing 61	ENSG00000127399	65999	7
HGNC:34296	Approved	LRRC63	leucine rich repeat containing 63	ENSG00000173988	220416	13
HGNC:34299	Approved	LRRC66	leucine rich repeat containing 66	ENSG00000188993	339977	4
HGNC:34303	Approved	LRRC69	leucine rich repeat containing 69	ENSG00000214954	100130742	8
HGNC:35155	Approved	LRRC70	leucine rich repeat containing 70	ENSG00000186105	100130733	5
HGNC:26556	Approved	LRRC71	leucine rich repeat containing 71	ENSG00000160838	149499	1
HGNC:42972	Approved	LRRC72	leucine rich repeat containing 72	ENSG00000205858	100506049	7
HGNC:21375	Approved	LRRC73	leucine rich repeat containing 73	ENSG00000204052	221424	6
HGNC:23346	Approved	LRRC74A	leucine rich repeat containing 74A	ENSG00000100565	145497	14
HGNC:34301	Approved	LRRC74B	leucine rich repeat containing 74B	ENSG00000187905	400891	22
HGNC:32403	Approved	LRRC75A	leucine rich repeat containing 75A	ENSG00000181350	388341	17
HGNC:33155	Approved	LRRC75B	leucine rich repeat containing 75B	ENSG00000178026	388886	22
HGNC:50536	Approved	LRRC77P	leucine rich repeat containing 77, pseudogene	ENSG00000244227	646168	3
HGNC:29373	Approved	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1	ENSG00000133739	85444	8
HGNC:34300	Approved	LRRD1	leucine rich repeats and death domain containing 1	ENSG00000240720	401387	7
HGNC:6702	Approved	LRRFIP1	LRR binding FLII interacting protein 1	ENSG00000124831	9208	2
HGNC:32937	Approved	LRRFIP1P1	LRR binding FLII interacting protein 1 pseudogene 1	ENSG00000240429	101290506	3
HGNC:6703	Approved	LRRFIP2	LRR binding FLII interacting protein 2	ENSG00000093167	9209	3
HGNC:25708	Approved	LRRIQ1	leucine rich repeats and IQ motif containing 1	ENSG00000133640	84125	12
HGNC:28318	Approved	LRRIQ3	leucine rich repeats and IQ motif containing 3	ENSG00000162620	127255	1
HGNC:34298	Approved	LRRIQ4	leucine rich repeats and IQ motif containing 4	ENSG00000188306	344657	3
HGNC:18608	Approved	LRRK1	leucine rich repeat kinase 1	ENSG00000154237	79705	15
HGNC:18618	Approved	LRRK2	leucine rich repeat kinase 2	ENSG00000188906	120892	12
HGNC:20980	Approved	LRRN1	leucine rich repeat neuronal 1	ENSG00000175928	57633	3
HGNC:16914	Approved	LRRN2	leucine rich repeat neuronal 2	ENSG00000170382	10446	1
HGNC:17200	Approved	LRRN3	leucine rich repeat neuronal 3	ENSG00000173114	54674	7
HGNC:16208	Approved	LRRN4	leucine rich repeat neuronal 4	ENSG00000125872	164312	20
HGNC:33724	Approved	LRRN4CL	LRRN4 C-terminal like	ENSG00000177363	221091	11
HGNC:19408	Approved	LRRTM1	leucine rich repeat transmembrane neuronal 1	ENSG00000162951	347730	2
HGNC:19409	Approved	LRRTM2	leucine rich repeat transmembrane neuronal 2	ENSG00000146006	26045	5
HGNC:19410	Approved	LRRTM3	leucine rich repeat transmembrane neuronal 3	ENSG00000198739	347731	10
HGNC:19411	Approved	LRRTM4	leucine rich repeat transmembrane neuronal 4	ENSG00000176204	80059	2
HGNC:25135	Approved	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	ENSG00000148356	90678	9
HGNC:25023	Approved	LRTM1	leucine rich repeats and transmembrane domains 1	ENSG00000144771	57408	3
HGNC:32443	Approved	LRTM2	leucine rich repeats and transmembrane domains 2	ENSG00000166159	654429	12
HGNC:25033	Approved	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing	ENSG00000184154	220074	11
HGNC:21769	Approved	LRWD1	leucine rich repeats and WD repeat domain containing 1	ENSG00000161036	222229	7
HGNC:6705	Approved	LSAMP	limbic system associated membrane protein	ENSG00000185565	4045	3
HGNC:40350	Approved	LSAMP-AS1	LSAMP antisense RNA 1	ENSG00000240922	101926903	3
HGNC:25652	Approved	LSG1	large 60S subunit nuclear export GTPase 1	ENSG00000041802	55341	3
HGNC:37824	Approved	LSINCT5	long stress-induced non-coding transcript 5	ENSG00000281560	101234261	5
HGNC:20472	Approved	LSM1	LSM1 homolog, mRNA degradation associated	ENSG00000175324	27257	8
HGNC:49776	Approved	LSM1P1	LSM1 homolog, mRNA degradation associated pseudogene 1	ENSG00000233551	100820732	9
HGNC:49777	Approved	LSM1P2	LSM1 homolog, mRNA degradation associated pseudogene 2	ENSG00000271679	106480288	5
HGNC:13940	Approved	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	ENSG00000204392	57819	6
HGNC:17874	Approved	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	ENSG00000170860	27258	3
HGNC:44346	Approved	LSM3P1	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 1		100303748	17
HGNC:44347	Approved	LSM3P2	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 2	ENSG00000257847	100303745	12
HGNC:44348	Approved	LSM3P3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 3	ENSG00000225787	647302	2
HGNC:44349	Approved	LSM3P4	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 4	ENSG00000250835	100130178	4
HGNC:44350	Approved	LSM3P5	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 5	ENSG00000260014	100303743	16
HGNC:17259	Approved	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	ENSG00000130520	25804	19
HGNC:17162	Approved	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	ENSG00000106355	23658	7
HGNC:17017	Approved	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	ENSG00000164167	11157	4
HGNC:31738	Approved	LSM6P1	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 1		100129011	18
HGNC:37811	Approved	LSM6P2	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 2	ENSG00000257730	100462857	12
HGNC:20470	Approved	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	ENSG00000130332	51690	19
HGNC:20471	Approved	LSM8	LSM8 homolog, U6 small nuclear RNA associated	ENSG00000128534	51691	7
HGNC:17562	Approved	LSM10	LSM10, U7 small nuclear RNA associated	ENSG00000181817	84967	1
HGNC:30860	Approved	LSM11	LSM11, U7 small nuclear RNA associated	ENSG00000155858	134353	5
HGNC:26407	Approved	LSM12	LSM12 homolog	ENSG00000161654	124801	17
HGNC:32453	Approved	LSM12P1	LSM12 pseudogene 1	ENSG00000232024	653122	8
